Kingdom,Phylum,Class,Order,Family,Genus,Aerotolerance,Aerotolerance_cat,Reference,Comments,Citation_link
,,,,Microbacteriaceae,Okibacterium,A/MA/FAN,aerotolerant,Bergey's Manual,Based on Microbacteriaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Other,A/MA/FAN,aerotolerant,Bergey's Manual,Based on Microbacteriaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Parafrigoribacterium,A/MA/FAN,aerotolerant,Bergey's Manual,Based on Microbacteriaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Plantibacter,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter,OA,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Microbacteriaceae,Subtercola,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Micrococcaceae,Citricoccus,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Micrococcaceae,Micrococcus,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Other, ,unknown,NA,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,A/FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Micrococcaceae,Rothia,A/MA/FAN,aerotolerant,Bergey's Manual,Based on Microbacteriaceae,NA
,,,,Micrococcaceae,Yaniella,A,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,A/FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,A/MA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Other,A,aerotolerant,Bergey's Manual,Based on Micromonosporaceae,NA
,,,,Micromonosporaceae,Stackebrandtia,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Xiangella,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,OAN,nonaerotolerant,"Kim et al., 2017",Not in Bergey's,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,A/FAN,aerotolerant,Bergey's Manual,Based on Moraxellaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,FA,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,AN/FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Cosenzaea, ,unknown,not in Bergey's,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Moellerella,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,FA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Other, ,unknown,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Other,OAN,nonaerotolerant,Lagkouvardos et al 2019,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,MWH-CFBk5,Other, ,unknown,NA,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,A/MA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Other, ,unknown,NA,NA,NA
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Candidatus Bacilloplasma,FAN,aerotolerant,Bergey's Manual,Based on Mycoplasmataceae,NA
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,unknown,unknown,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Other,FAN,aerotolerant,Bergey's Manual,Based on Mycoplasmataceae,NA
,,,,Myxococcaceae,Archangium,NA,unknown,None of the info on Bergey's manual,Have not looked from beyond Bergey's,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42, ,unknown,not in Bergey's,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Enhygromyxa, ,unknown,not in Bergey's,NA,NA
,,,,Nannocystaceae,Nannocystis,NA,unknown,None of the info on Bergey's manual,Have not looked from beyond Bergey's,NA
,,,,Neisseriaceae,Neisseria,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Other,A,aerotolerant,Bergey's Manual,Based on Neisseriaceae,NA
,,,,Neisseriaceae,Snodgrassella,A,aerotolerant,Bergey's Manual,Based on Neisseriaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Vitreoscilla,A/MA,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
NA,NA,NA,NA,NA,NA,Unknown,unknown,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,Unknown,unknown,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,Unknown,unknown,Bergey's Manual,NA,NA
Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Other,A,aerotolerant,Bergey's Manual,Based on Nocardiaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Mumia,A,aerotolerant,Bergey's manual (based on family),Based on Nocardioidaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Other,A,aerotolerant,Bergey's Manual,Based on Nocardioidaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Calothrix PCC-6303, ,unknown,not in Bergey's,NA,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Other, ,unknown,NA,NA,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Rivularia PCC-7116,unknown,unknown,Bergey's Manual based on Rivularia,Based on Rivularia,NA
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus, ,unknown,not in Bergey's,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,"McCauley et al., 2015",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.066266-0
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,OAN,nonaerotolerant,"Ricaboni et al., 2017",Not in Bergey's,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,OAN,nonaerotolerant,Bergey's Manual,Based on Eubacterium,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,OAN,nonaerotolerant,Bergey's manual,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214 group,OAN,nonaerotolerant,"Tindal et al., 2019",Not in Bergey's,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,OAN,nonaerotolerant,Iino et al. 2007,Not in Bergey's,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospira,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Other,OA,aerotolerant,Bergey's Manual,Based on Oscillospiraceae,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Papillibacter,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Pseudoflavonifractor, ,unknown,not in Bergey's,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002, ,unknown,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-003, ,unknown,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,OAN,nonaerotolerant,"Tindal et al., 2019 (based on family Oscillospiraceae)",Not in Bergey's,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-007, ,unknown,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,Other,Other, ,unknown,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,AN/A,aerotolerant,Bergey's manual (based on family),Based on Oxalobacteraceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium,AN/A,aerotolerant,Bergey's Manual,Based on Oxalobacteraceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Paraherbaspirillum,AN/A,aerotolerant,Bergey's Manual,Based on Oxalobacteraceae,NA
,,,,Oxalobacteraceae,Pseudoduganella,NA,unknown,Not on Bergey's,NA,NA
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Ammoniphilus,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Paenibacillaceae,Cohnella,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,FAN/OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,H1, ,unknown,not in Bergey's,NA,NA
NA,NA,NA,NA,NA,NA,OAN,nonaerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Schleheck et al., 2004",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.03020-0
NA,NA,NA,NA,NA,NA,FAN/MA/A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Conservatibacter,unknown,unknown,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Mesocricetibacter,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Muribacter,unknown,unknown,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Rodentibacter,FA?,aerotolerant,"Bergey's Manual, Benga, Sager & Christensen 2018",NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Nissabacter, ,unknown,not in Bergey's,NA,NA
NA,NA,NA,NA,NA,NA,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Other,OAN,nonaerotolerant,Bergey's Manual,Based on Peptococcaceae,NA
Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,[Eubacterium] tenue group, ,unknown,"Flaiz et al., 2024",NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10795377/
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,OAN/FAN,aerotolerant,Bergey's Manual,Based on Peptostreptococcaceae,NA
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,OAN/FAN,aerotolerant,Bergey's Manual,Based on Peptostreptococcaceae,NA
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paeniclostridium,NA,unknown,no info on Bergey's at genus or fam level,NA,NA
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paraclostridium,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Peptostreptococcaceae,Peptoclostridium,NA,unknown,Not on Bergey's,NA,NA
NA,NA,NA,NA,NA,NA,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,OAN,nonaerotolerant,"Gerritsen et al., BioRxiv 2019",not in Bergey's,NA
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Sporacetigenium,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,OAN/FAN,aerotolerant,Bergey's Manual,Based on Peptostreptococcaceae,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis ANT.LACV5.1, ,unknown,not in Bergey's,NA,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Other, ,unknown,NA,NA,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B, ,unknown,NA,not in Bergey's,NA
,,,,Phycisphaeraceae,SM1A02,A/FAN,aerotolerant,Bergey's Manual,Based on Phycisphaeraceae,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula,A/MA/AN,aerotolerant,Bergey's Manual,Based on Pirellulaceae,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Other, ,unknown,NA,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,A/MA/AN,aerotolerant,Bergey's Manual,Based on Pirellulaceae,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,OA,aerotolerant,Bergey's Manual,NA,NA
,,,,Pirellulaceae,Roseimaritima,OA,aerotolerant,Bergey's manual,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Planococcaceae,Caryophanon,OA,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,"Kim et al., 2012",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.028837-0
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Other, ,unknown,NA,NA,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,A,aerotolerant,Krishnamurthi et al. 2009,not in Bergey's,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,OA/FAN,aerotolerant,Bergey's Manual,Based on Planococcaceae,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,A,aerotolerant,"Krishnamurthi et al., 2009",not in Bergey's,NA
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,OA/FA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Aetherobacter,A,aerotolerant,Garcia et al.,NA,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Falsiporphyromonas,OAN,nonaerotolerant,Bergey's Manual,Based on Porphyromonadaceae,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Other,OAN,nonaerotolerant,Bergey's Manual,Based on Porphyromonadaceae,NA
NA,NA,NA,NA,NA,NA,AN/FAN,aerotolerant,"How et al., 2016",NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4746253/
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,OAN,nonaerotolerant,"Downes et al., 2013",Based on Prevotellaceae,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Other,AN,aerotolerant,Bergey's Manual,Based on Prevotellaceae,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,OAN,nonaerotolerant,"Morotomi et al., 2009",Based on Prevotellaceae,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7,AN,aerotolerant,Bergey's Manual,Based on Prevotella,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,AN,aerotolerant,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-001,AN,aerotolerant,Bergey's Manual,Based on Prevotellaceae,NA
,,,,Prevotellaceae,Prevotellaceae UCG-003,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae UCG-004,AN,aerotolerant,Bergey's Manual,Based on Prevotellaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola,FAN,aerotolerant,Bergey's Manual,NA,NA
,,,,Promicromonosporaceae,Myceligenerans,A/MA,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Marinilutecoccus, ,unknown,not in Bergey's,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Other, ,unknown,NA,NA,NA
,,,,Propionibacteriaceae,Propionicicella,FAN,aerotolerant,Bergey's manual,NA,NA
,,,,Propionibacteriaceae,Propioniciclava,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
,,,,Propionibacteriaceae,Raineyella,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,FA,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Park et al., 2014",NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,FAN,aerotolerant,"Tan et al., 2015",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.064634-0
,,,,Pseudonocardiaceae,Actinokineospora,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,A,aerotolerant,Bergey's manual (based on family),Based on Pseudonocardiaceae,NA
,,,,Pseudonocardiaceae,Amycolatopsis,A/FAN,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella,A,aerotolerant,Bergey's Manual,Based on Pseudonocardiaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Other,A,aerotolerant,Bergey's Manual,Based on Pseudonocardiaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,A,aerotolerant,"Lee et al., 2017",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001913
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ahrensia,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aliihoeflea,A,aerotolerant,Bergey's Manual,Based on Rhizobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,A,aerotolerant,Bergey's Manual based on Rhizobium and Allorhizobium,Based on Rhizobium and Allorhizobium,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aquamicrobium,unknown,unknown,Bergey's Manual,NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.048561-0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aurantimonas,A,aerotolerant,Bergey's Manual,Based on Rhizobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,A,aerotolerant,Bergey's Manual (based on Rhizobiaceae),Based on Rhizobiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Brucella,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Corticibacterium,A,aerotolerant,Bergey's Manual (based on Rhizobiaceae),Based on Rhizobiaceae,NA
,,,,Rhizobiaceae,Ensifer,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Falsochrobactrum,unknown,unknown,Bergey's Manual,NA,NA
